Frequency,Real part,Imaginary part,Magnitude,Angle
+1.506348E+05,-1.560736E-04,+4.775150E-05,-7.574479E+01,+2.844682E+00
+1.508789E+05,-3.317056E-05,-8.446428E-05,-8.084363E+01,-1.945009E+00
+1.511230E+05,+1.526462E-04,+9.012306E-05,-7.502752E+01,+5.333344E-01
+1.513672E+05,-9.261441E-05,-6.148138E-05,-7.908073E+01,-2.555548E+00
+1.516113E+05,+1.577816E-05,+7.568749E-06,-9.513943E+01,+4.472744E-01
+1.518555E+05,-1.124171E-04,+4.000136E-05,-7.846560E+01,+2.799734E+00
+1.520996E+05,+1.887974E-04,-6.815608E-05,-7.394806E+01,-3.464415E-01
+1.523438E+05,-7.060459E-05,+7.427850E-05,-7.978716E+01,+2.330842E+00
+1.525879E+05,+1.475883E-05,-1.266534E-04,-7.788908E+01,-1.454790E+00
+1.528320E+05,+2.539593E-05,+1.650188E-04,-7.554767E+01,+1.418097E+00
+1.530762E+05,-4.027650E-05,+1.033911E-05,-8.762182E+01,+2.890315E+00
+1.533203E+05,-1.894294E-05,-1.732300E-04,-7.517591E+01,-1.679715E+00
+1.535645E+05,-7.384957E-05,+1.003026E-04,-7.809266E+01,+2.205451E+00
+1.538086E+05,+3.712930E-05,+3.126271E-07,-8.860535E+01,+8.419760E-03
+1.540527E+05,+1.764886E-04,+8.809460E-05,-7.409951E+01,+4.629687E-01
+1.542969E+05,-1.928592E-04,-1.490047E-04,-7.226235E+01,-2.483778E+00
+1.545410E+05,+4.957408E-05,+5.478074E-05,-8.262925E+01,+8.352507E-01
+1.547852E+05,+5.044480E-05,+7.072900E-06,-8.585912E+01,+1.393026E-01
+1.550293E+05,+6.670972E-06,-5.852609E-05,-8.459695E+01,-1.457303E+00
+1.552734E+05,-3.756666E-05,+1.219784E-04,-7.788080E+01,+1.869556E+00
+1.555176E+05,-1.927665E-05,-2.591233E-04,-7.170590E+01,-1.645051E+00
+1.557617E+05,+7.732284E-05,+3.113255E-04,-6.987575E+01,+1.327356E+00
+1.560059E+05,-6.717256E-06,-5.027728E-05,-8.589573E+01,-1.703614E+00
+1.562500E+05,-2.789868E-04,-1.450826E-04,-7.004880E+01,-2.662047E+00
+1.564941E+05,+2.303120E-04,-4.792734E-05,-7.256956E+01,-2.051693E-01
+1.567383E+05,+1.208342E-04,+2.398835E-04,-7.141794E+01,+1.104177E+00
+1.569824E+05,-1.706923E-04,-1.964835E-04,-7.169144E+01,-2.286068E+00
+1.572266E+05,+2.730676E-05,+1.140015E-04,-7.861951E+01,+1.335696E+00
+1.574707E+05,+3.662708E-05,+2.096683E-05,-8.749299E+01,+5.199086E-01
+1.577148E+05,-1.235801E-04,-7.657067E-05,-7.674995E+01,-2.586883E+00
+1.579590E+05,+1.446768E-04,-5.297508E-05,-7.624561E+01,-3.509995E-01
+1.582031E+05,-6.481152E-05,+3.896600E-05,-8.242689E+01,+2.600276E+00
+1.584473E+05,+3.175026E-04,+1.060718E-04,-6.950553E+01,+3.224238E-01
+1.586914E+05,-4.097433E-04,+6.398067E-06,-6.774870E+01,+3.125979E+00
+1.589355E+05,-1.305480E-05,-7.136100E-05,-8.278781E+01,-1.751736E+00
+1.591797E+05,+2.203305E-04,-6.335544E-05,-7.279350E+01,-2.799935E-01
+1.594238E+05,-1.773230E-04,+6.275097E-05,-7.451228E+01,+2.801466E+00
+1.596680E+05,+1.497267E-04,-5.445259E-05,-7.595454E+01,-3.488095E-01
+1.599121E+05,-2.252708E-05,+5.644275E-05,-8.432591E+01,+1.950538E+00
+1.601562E+05,-1.318234E-05,-1.690248E-05,-9.337745E+01,-2.233164E+00
+1.604004E+05,-5.331477E-05,+3.517656E-05,-8.389355E+01,+2.558366E+00
+1.606445E+05,-3.673524E-06,-2.532800E-05,-9.183757E+01,-1.714830E+00
+1.608887E+05,+3.430100E-05,+2.040282E-05,-8.797829E+01,+5.365998E-01
+1.611328E+05,-1.180733E-04,-9.046962E-05,-7.655096E+01,-2.487794E+00
+1.613770E+05,+2.284188E-04,+4.682507E-05,-7.264659E+01,+2.021953E-01
+1.616211E+05,-1.911906E-04,+5.463145E-05,-7.402981E+01,+2.863266E+00
+1.618652E+05,+1.774876E-04,-3.811919E-05,-7.482079E+01,-2.115573E-01
+1.621094E+05,-6.728504E-05,+5.862088E-06,-8.340879E+01,+3.054689E+00
+1.623535E+05,-1.144920E-04,+2.520155E-05,-7.861902E+01,+2.924931E+00
+1.625977E+05,+4.886429E-05,-1.142139E-04,-7.811562E+01,-1.166530E+00
+1.628418E+05,+1.073239E-04,+6.945691E-05,-7.786677E+01,+5.743839E-01
+1.630859E+05,-9.964112E-05,+2.649939E-05,-7.973444E+01,+2.881661E+00
+1.633301E+05,-6.616563E-05,+8.256833E-05,-7.950960E+01,+2.246356E+00
+1.635742E+05,+1.776546E-04,-1.239114E-04,-7.328687E+01,-6.090360E-01
+1.638184E+05,-1.333205E-04,+2.121426E-05,-7.739347E+01,+2.983793E+00
+1.640625E+05,+1.069917E-04,+2.706411E-05,-7.914363E+01,+2.477580E-01
+1.643066E+05,-7.264018E-05,+8.309997E-06,-8.271999E+01,+3.027689E+00
+1.645508E+05,+1.233421E-05,-9.416505E-05,-8.044833E+01,-1.440553E+00
+1.647949E+05,+2.015077E-05,+1.491873E-04,-7.644685E+01,+1.436539E+00
+1.650391E+05,-1.668435E-04,-5.094997E-05,-7.516660E+01,-2.845211E+00
+1.652832E+05,+2.067227E-04,-8.570676E-05,-7.300336E+01,-3.930269E-01
+1.655273E+05,-4.941303E-05,+1.097874E-04,-7.838784E+01,+1.993716E+00
+1.657715E+05,-7.844962E-06,-1.551654E-04,-7.617302E+01,-1.621312E+00
+1.660156E+05,-4.123381E-05,+8.954842E-05,-8.012372E+01,+2.002318E+00
+1.662598E+05,+1.925751E-04,+6.301249E-05,-7.386626E+01,+3.162294E-01
+1.665039E+05,-2.048472E-04,-7.440973E-05,-7.323314E+01,-2.793167E+00
+1.667480E+05,+4.695694E-05,+8.540425E-05,-8.022330E+01,+1.068092E+00
+1.669922E+05,+9.204171E-05,-4.218280E-05,-7.989231E+01,-4.297355E-01
+1.672363E+05,-2.338703E-04,-3.083958E-05,-7.254563E+01,-3.010483E+00
+1.674805E+05,+1.358353E-04,-8.242269E-05,-7.597829E+01,-5.453927E-01
+1.677246E+05,+5.822450E-05,+2.088959E-04,-7.327647E+01,+1.298970E+00
+1.679688E+05,-3.029787E-05,-4.778940E-05,-8.494608E+01,-2.135832E+00
+1.682129E+05,-1.393213E-05,-2.278406E-04,-7.283117E+01,-1.631869E+00
+1.684570E+05,-5.243941E-05,+1.526725E-04,-7.584045E+01,+1.901648E+00
+1.687012E+05,+1.017193E-05,+5.523952E-05,-8.501019E+01,+1.388694E+00
+1.689453E+05,+6.957427E-05,+1.118166E-05,-8.304028E+01,+1.593527E-01
+1.691895E+05,-1.541354E-05,-1.540576E-04,-7.620308E+01,-1.670515E+00
+1.694336E+05,-3.202819E-05,+1.436916E-04,-7.664079E+01,+1.790107E+00
+1.696777E+05,-1.692505E-05,-1.759757E-04,-7.505096E+01,-1.666680E+00
+1.699219E+05,+7.728500E-05,+2.344694E-04,-7.215034E+01,+1.252395E+00
+1.701660E+05,-7.705071E-05,-9.846580E-05,-7.805976E+01,-2.234783E+00
+1.704102E+05,+1.000484E-05,-9.425733E-05,-8.046504E+01,-1.465048E+00
+1.706543E+05,-8.896208E-05,+2.690284E-05,-8.063586E+01,+2.847928E+00
+1.708984E+05,+2.850335E-04,+2.390023E-04,-6.858970E+01,+6.977832E-01
+1.711426E+05,-1.926129E-04,-2.010388E-04,-7.110606E+01,-2.334793E+00
+1.713867E+05,+6.054291E-05,+8.359156E-05,-7.972528E+01,+9.439664E-01
+1.716309E+05,-1.559418E-04,-1.505650E-04,-7.328016E+01,-2.373735E+00
+1.718750E+05,+2.516697E-04,+2.248537E-05,-7.194885E+01,+8.910815E-02
+1.721191E+05,-2.617721E-04,+8.198930E-05,-7.123512E+01,+2.838062E+00
+1.723633E+05,+1.878435E-04,+8.426776E-07,-7.452399E+01,+4.486031E-03
+1.726074E+05,-3.795742E-05,-8.932008E-05,-8.026003E+01,-1.972633E+00
+1.728516E+05,-8.425435E-05,+4.294213E-04,-6.717828E+01,+1.764540E+00
+1.730957E+05,+1.508019E-04,-5.972502E-04,-6.420847E+01,-1.323472E+00
+1.733398E+05,-8.821247E-05,+1.839224E-04,-7.380814E+01,+2.018006E+00
+1.735840E+05,-4.142930E-05,+9.520759E-05,-7.967346E+01,+1.981230E+00
+1.738281E+05,+4.410081E-05,-1.608679E-04,-7.555591E+01,-1.303227E+00
+1.740723E+05,+6.568024E-05,+1.314424E-04,-7.665727E+01,+1.107398E+00
+1.743164E+05,-8.839862E-05,+1.145631E-04,-7.679044E+01,+2.227988E+00
+1.745605E+05,+3.694047E-05,-1.981589E-04,-7.391137E+01,-1.386493E+00
+1.748047E+05,-2.099808E-04,+2.263697E-04,-7.020747E+01,+2.318653E+00
+1.750488E+05,+3.830695E-04,-2.778844E-04,-6.649825E+01,-6.275802E-01
+1.752930E+05,-2.741301E-04,+2.104416E-04,-6.922876E+01,+2.486878E+00
+1.755371E+05,-3.842889E-05,-1.528223E-04,-7.604998E+01,-1.817150E+00
+1.757812E+05,+1.988487E-04,+3.344810E-05,-7.390837E+01,+1.666488E-01
+1.760254E+05,-8.060042E-05,-1.362739E-05,-8.175085E+01,-2.974103E+00
+1.762695E+05,-1.250119E-04,+1.651589E-04,-7.367487E+01,+2.218711E+00
+1.765137E+05,+2.323875E-04,-1.503970E-04,-7.115639E+01,-5.743917E-01
+1.767578E+05,-1.525612E-04,+1.292758E-04,-7.398080E+01,+2.438627E+00
+1.770020E+05,+4.803252E-05,-2.113676E-04,-7.328056E+01,-1.347345E+00
+1.772461E+05,+1.576100E-04,+1.667433E-04,-7.278649E+01,+8.135490E-01
+1.774902E+05,-1.150870E-04,-1.729057E-04,-7.365105E+01,-2.158064E+00
+1.777344E+05,-1.409795E-04,+2.573637E-04,-7.064940E+01,+2.071936E+00
+1.779785E+05,+4.943695E-05,-1.864830E-04,-7.429224E+01,-1.311656E+00
+1.782227E+05,+9.990037E-05,+2.451241E-05,-7.975475E+01,+2.406149E-01
+1.784668E+05,-1.179412E-04,+6.071315E-05,-7.754581E+01,+2.666195E+00
+1.787109E+05,+1.351691E-04,+5.667128E-05,-7.667919E+01,+3.970006E-01
+1.789551E+05,-1.311043E-04,-2.194548E-04,-7.184763E+01,-2.109309E+00
+1.791992E+05,+1.089261E-04,+1.488800E-04,-7.468136E+01,+9.391518E-01
+1.794434E+05,+6.650622E-05,-6.363873E-05,-8.071964E+01,-7.633687E-01
+1.796875E+05,-2.607554E-04,+7.657501E-05,-7.131608E+01,+2.855957E+00
+1.799316E+05,+1.480287E-04,-1.137705E-04,-7.457719E+01,-6.552805E-01
+1.801758E+05,-3.349884E-05,+1.356080E-04,-7.709705E+01,+1.812975E+00
+1.804199E+05,+3.840511E-05,-8.524025E-05,-8.058447E+01,-1.147484E+00
+1.806641E+05,+3.091795E-05,+9.471589E-05,-8.003181E+01,+1.255273E+00
+1.809082E+05,-1.648937E-04,-9.694089E-05,-7.436668E+01,-2.610118E+00
+1.811523E+05,+2.818634E-04,+2.055707E-05,-7.097619E+01,+7.280385E-02
+1.813965E+05,-2.284244E-04,+8.526086E-06,-7.281911E+01,+3.104284E+00
+1.816406E+05,+9.053000E-05,+1.456544E-04,-7.531492E+01,+1.014689E+00
+1.818848E+05,-3.357618E-05,-3.012916E-04,-7.036665E+01,-1.681779E+00
+1.821289E+05,-8.651896E-06,+2.478350E-04,-7.211146E+01,+1.605692E+00
+1.823730E+05,-3.532647E-06,-1.988784E-04,-7.402688E+01,-1.588557E+00
+1.826172E+05,+1.150914E-04,+2.408809E-04,-7.147095E+01,+1.125071E+00
+1.828613E+05,-1.645655E-04,-2.429204E-04,-7.065037E+01,-2.166225E+00
+1.831055E+05,+5.711975E-05,+9.328991E-05,-7.922063E+01,+1.021395E+00
+1.833496E+05,+6.421694E-05,+8.275937E-05,-7.959677E+01,+9.108945E-01
+1.835938E+05,-5.308297E-05,-6.344190E-05,-8.164774E+01,-2.267529E+00
+1.838379E+05,-1.255262E-04,-8.672300E-05,-7.633060E+01,-2.537017E+00
+1.840820E+05,+3.284499E-04,+1.773025E-04,-6.856001E+01,+4.949908E-01
+1.843262E+05,-1.929401E-04,-7.403967E-05,-7.369493E+01,-2.775178E+00
+1.845703E+05,-2.740652E-05,-3.379039E-05,-8.722871E+01,-2.252254E+00
+1.848145E+05,+7.307997E-05,-2.840839E-05,-8.211286E+01,-3.707534E-01
+1.850586E+05,-1.958320E-05,+1.163728E-04,-7.856170E+01,+1.737514E+00
+1.853027E+05,-2.264206E-04,+1.027842E-05,-7.289274E+01,+3.096229E+00
+1.855469E+05,+4.112027E-04,-2.791955E-04,-6.607236E+01,-5.964739E-01
+1.857910E+05,-3.658029E-04,+2.262435E-04,-6.732833E+01,+2.587692E+00
+1.860352E+05,+2.541707E-04,+8.380372E-05,-7.144930E+01,+3.184899E-01
+1.862793E+05,-5.237132E-05,-2.612029E-04,-7.148927E+01,-1.768673E+00
+1.865234E+05,-2.013021E-04,+1.667734E-04,-7.165351E+01,+2.449729E+00
+1.867676E+05,+2.494714E-04,+1.935242E-05,-7.203353E+01,+7.741868E-02
+1.870117E+05,-7.822313E-05,-7.746111E-05,-7.916531E+01,-2.361089E+00
+1.872559E+05,-9.675023E-05,+1.047818E-04,-7.691653E+01,+2.316363E+00
+1.875000E+05,+1.418466E-04,-2.177583E-05,-7.686246E+01,-1.523276E-01
+1.877441E+05,-1.375272E-04,-8.833883E-05,-7.573205E+01,-2.570623E+00
+1.879883E+05,+1.628263E-04,-2.018967E-05,-7.569924E+01,-1.233654E-01
+1.882324E+05,-5.121368E-05,+2.679534E-04,-7.128300E+01,+1.759648E+00
+1.884766E+05,-6.715279E-05,-3.133603E-04,-6.988412E+01,-1.781902E+00
+1.887207E+05,-1.657098E-05,+1.127590E-04,-7.886417E+01,+1.716711E+00
+1.889648E+05,+1.471914E-05,-1.278595E-05,-9.420064E+01,-7.152285E-01
+1.892090E+05,+9.011623E-05,-1.260986E-04,-7.619395E+01,-9.503065E-01
+1.894531E+05,-1.316206E-05,+3.546925E-04,-6.899698E+01,+1.607888E+00
+1.896973E+05,-1.383960E-04,-3.732454E-04,-6.800065E+01,-1.925872E+00
+1.899414E+05,+8.758389E-05,+3.070911E-04,-6.991502E+01,+1.292968E+00
+1.901855E+05,+5.997602E-05,-1.521599E-04,-7.572680E+01,-1.195331E+00
+1.904297E+05,+7.617315E-06,-2.279540E-05,-9.238332E+01,-1.248302E+00
+1.906738E+05,-7.109073E-05,+6.757397E-05,-8.016819E+01,+2.381551E+00
+1.909180E+05,-8.528976E-05,-9.181773E-05,-7.803967E+01,-2.319352E+00
+1.911621E+05,+2.501357E-04,-3.710984E-05,-7.194193E+01,-1.472845E-01
+1.914062E+05,-3.523537E-04,+1.290223E-04,-6.851398E+01,+2.790583E+00
+1.916504E+05,+2.775991E-04,-6.764741E-05,-7.088110E+01,-2.390286E-01
+1.918945E+05,-1.115917E-04,-8.908088E-05,-7.690623E+01,-2.467905E+00
+1.921387E+05,+1.583044E-04,+3.120817E-04,-6.912022E+01,+1.101363E+00
+1.923828E+05,-1.892126E-04,-2.534553E-04,-6.999822E+01,-2.212075E+00
+1.926270E+05,-6.813717E-05,+7.368572E-05,-7.996873E+01,+2.317091E+00
+1.928711E+05,+2.168633E-04,+5.767443E-05,-7.297948E+01,+2.599317E-01
+1.931152E+05,-1.697280E-04,-3.155296E-04,-6.891548E+01,-2.064314E+00
+1.933594E+05,+2.599842E-04,+3.788516E-04,-6.675470E+01,+9.693632E-01
+1.936035E+05,-2.491002E-04,-1.547299E-04,-7.065541E+01,-2.585763E+00
+1.938477E+05,-5.539904E-06,-4.655863E-05,-8.657894E+01,-1.689227E+00
+1.940918E+05,+1.606607E-04,+2.921430E-05,-7.574053E+01,+1.798731E-01
+1.943359E+05,-7.666595E-05,+2.113371E-04,-7.296355E+01,+1.918798E+00
+1.945801E+05,-2.645388E-05,-3.278991E-04,-6.965702E+01,-1.651299E+00
+1.948242E+05,+1.094534E-04,+2.103851E-04,-7.249940E+01,+1.091078E+00
+1.950684E+05,-1.410540E-04,-1.140992E-06,-7.701201E+01,-3.133504E+00
+1.953125E+05,-2.281127E-06,-9.796741E-05,-8.017601E+01,-1.594077E+00
+1.955566E+05,+1.469717E-05,-2.137191E-05,-9.172137E+01,-9.683826E-01
+1.958008E+05,+2.248767E-04,+5.559302E-05,-7.270348E+01,+2.423563E-01
+1.960449E+05,-3.334140E-04,-5.171955E-05,-6.943706E+01,-2.987698E+00
+1.962891E+05,+1.572015E-04,+9.719355E-05,-7.466496E+01,+5.537479E-01
+1.965332E+05,-1.341049E-04,-9.927379E-05,-7.555340E+01,-2.504348E+00
+1.967773E+05,+1.650752E-04,-2.319150E-05,-7.556148E+01,-1.395770E-01
+1.970215E+05,+8.164976E-05,+2.425157E-04,-7.183887E+01,+1.246038E+00
+1.972656E+05,-4.596799E-05,-1.237747E-04,-7.758622E+01,-1.926394E+00
+1.975098E+05,-2.305875E-04,-1.430915E-04,-7.132852E+01,-2.586198E+00
+1.977539E+05,+2.796575E-04,+1.398727E-05,-7.105662E+01,+4.997408E-02
+1.979980E+05,-1.300798E-04,+2.727886E-04,-7.039365E+01,+2.015755E+00
+1.982422E+05,-5.479400E-05,-2.332188E-04,-7.241138E+01,-1.801558E+00
+1.984863E+05,+1.314874E-04,+1.314088E-05,-7.757915E+01,+9.960943E-02
+1.987305E+05,-1.144838E-04,-3.299968E-05,-7.847849E+01,-2.860952E+00
+1.989746E+05,+3.349002E-05,+1.760627E-04,-7.493229E+01,+1.382825E+00
+1.992188E+05,-6.949707E-05,-9.583402E-05,-7.853438E+01,-2.198224E+00
+1.994629E+05,+2.326433E-04,-1.131705E-04,-7.174376E+01,-4.527529E-01
+1.997070E+05,-4.218014E-04,+1.458872E-04,-6.700712E+01,+2.808605E+00
+1.999512E+05,+4.078928E-04,-5.860628E-05,-6.770034E+01,-1.427040E-01
+2.001953E+05,-2.978104E-05,+6.152070E-05,-8.330524E+01,+2.021628E+00
+2.004395E+05,-1.678033E-04,-5.182486E-05,-7.510833E+01,-2.842043E+00
+2.006836E+05,+3.074280E-05,-6.977984E-05,-8.235499E+01,-1.155813E+00
+2.009277E+05,+4.146740E-05,+1.410213E-04,-7.665414E+01,+1.284807E+00
+2.011719E+05,-3.209672E-05,-2.868181E-05,-8.732161E+01,-2.412322E+00
+2.014160E+05,+3.112905E-05,-4.331172E-05,-8.545930E+01,-9.476160E-01
+2.016602E+05,+1.128444E-04,-7.686162E-05,-7.729517E+01,-5.979483E-01
+2.019043E+05,-3.342201E-04,+2.026799E-04,-6.815927E+01,+2.596461E+00
+2.021484E+05,+2.806340E-04,-9.539647E-05,-7.056229E+01,-3.276775E-01
+2.023926E+05,-1.341001E-04,-9.728637E-05,-7.561497E+01,-2.513973E+00
+2.026367E+05,+1.264132E-04,+3.125747E-05,-7.770643E+01,+2.424023E-01
+2.028809E+05,-8.883442E-06,+8.586261E-05,-8.127768E+01,+1.673891E+00
+2.031250E+05,-1.657816E-04,-8.804128E-05,-7.453028E+01,-2.653401E+00
+2.033691E+05,+1.750514E-04,+7.710225E-05,-7.436665E+01,+4.148880E-01
+2.036133E+05,-8.693885E-05,-4.734795E-05,-8.008765E+01,-2.642895E+00
+2.038574E+05,+1.464032E-04,+7.684746E-05,-7.563211E+01,+4.833710E-01
+2.041016E+05,-2.894596E-04,-2.146277E-04,-6.886552E+01,-2.503568E+00
+2.043457E+05,+1.562252E-04,+3.172017E-04,-6.903009E+01,+1.113158E+00
+2.045898E+05,+9.414389E-05,-1.506787E-04,-7.500765E+01,-1.012341E+00
+2.048340E+05,-5.539443E-05,-1.845985E-05,-8.467333E+01,-2.819923E+00
+2.050781E+05,+4.272161E-05,-8.864728E-05,-8.013969E+01,-1.121711E+00
+2.053223E+05,-1.415673E-04,+1.193458E-04,-7.464899E+01,+2.441158E+00
+2.055664E+05,+4.084248E-05,-5.198130E-05,-8.359502E+01,-9.048268E-01
+2.058105E+05,+2.404234E-05,+3.682563E-05,-8.713507E+01,+9.924064E-01
+2.060547E+05,-1.246451E-04,-5.811307E-05,-7.723228E+01,-2.705325E+00
+2.062988E+05,+2.944228E-04,+2.048138E-04,-6.890646E+01,+6.077973E-01
+2.065430E+05,-2.773396E-04,-2.142936E-04,-6.910664E+01,-2.483736E+00
+2.067871E+05,+1.003408E-04,-1.196130E-04,-7.613046E+01,-8.727943E-01
+2.070312E+05,+1.058406E-04,+2.720402E-04,-7.069519E+01,+1.199754E+00
+2.072754E+05,-1.298609E-04,+1.380496E-04,-7.444645E+01,+2.325639E+00
+2.075195E+05,+2.045146E-04,-4.959848E-04,-6.540868E+01,-1.179697E+00
+2.077637E+05,-3.383852E-04,+2.563695E-04,-6.744173E+01,+2.493229E+00
+2.080078E+05,+2.120415E-04,+4.570571E-05,-7.327435E+01,+2.123026E-01
+2.082520E+05,-8.480885E-05,+7.503406E-05,-7.892022E+01,+2.417271E+00
+2.084961E+05,-6.300554E-05,-1.052248E-04,-7.822696E+01,-2.110312E+00
+2.087402E+05,+1.628728E-04,-2.244785E-04,-7.113971E+01,-9.431207E-01
+2.089844E+05,+3.420701E-05,+3.080251E-04,-7.017504E+01,+1.460197E+00
+2.092285E+05,-1.520938E-04,-5.747946E-05,-7.577798E+01,-2.780263E+00
+2.094727E+05,+1.071499E-04,+5.182425E-05,-7.848727E+01,+4.504914E-01
+2.097168E+05,-3.031812E-05,-2.666494E-04,-7.142541E+01,-1.684011E+00
+2.099609E+05,-1.610606E-04,+2.840518E-04,-6.972137E+01,+2.086606E+00
+2.102051E+05,+2.772733E-04,-1.556415E-04,-6.995229E+01,-5.114995E-01
+2.104492E+05,-1.484432E-04,+6.192666E-05,-7.587199E+01,+2.746369E+00
+2.106934E+05,-4.123687E-05,+6.889473E-05,-8.190645E+01,+2.110148E+00
+2.109375E+05,+5.762382E-05,-1.390669E-04,-7.644738E+01,-1.177972E+00
+2.111816E+05,-3.421384E-05,+1.167344E-04,-7.829811E+01,+1.855903E+00
+2.114258E+05,+2.272879E-04,-1.164647E-04,-7.185593E+01,-4.735265E-01
+2.116699E+05,-3.341715E-04,+1.365817E-04,-6.884972E+01,+2.753594E+00
+2.119141E+05,+1.987908E-04,-1.541738E-04,-7.198683E+01,-6.596586E-01
+2.121582E+05,-5.577284E-05,+5.485250E-05,-8.213290E+01,+2.364514E+00
+2.124023E+05,-9.213505E-05,+9.175007E-05,-7.771935E+01,+2.358288E+00
+2.126465E+05,+8.332830E-05,-1.360192E-04,-7.594401E+01,-1.021148E+00
+2.128906E+05,+6.096101E-05,+2.079674E-05,-8.382083E+01,+3.287674E-01
+2.131348E+05,+1.912102E-06,+1.355583E-04,-7.735661E+01,+1.556692E+00
+2.133789E+05,-4.039281E-05,-2.230556E-04,-7.289160E+01,-1.749943E+00
+2.136230E+05,+1.634454E-05,+2.066994E-04,-7.366615E+01,+1.491886E+00
+2.138672E+05,-2.265268E-04,-3.531493E-05,-7.279332E+01,-2.986940E+00
+2.141113E+05,+1.092970E-04,-6.359877E-06,-7.921316E+01,-5.812342E-02
+2.143555E+05,+1.828874E-04,-1.308582E-04,-7.296093E+01,-6.210613E-01
+2.145996E+05,-1.022845E-04,+5.461331E-05,-7.871448E+01,+2.651167E+00
+2.148438E+05,+2.775451E-05,+1.450069E-04,-7.661597E+01,+1.381682E+00
+2.150879E+05,-2.458134E-05,-1.723704E-04,-7.518331E+01,-1.712449E+00
+2.153320E+05,-1.067005E-05,+1.124108E-04,-7.894489E+01,+1.665433E+00
+2.155762E+05,+1.571610E-04,-5.774757E-05,-7.552309E+01,-3.521282E-01
+2.158203E+05,-1.629986E-04,-2.962203E-05,-7.561521E+01,-2.961823E+00
+2.160645E+05,-1.013980E-04,+8.730565E-05,-7.747054E+01,+2.430736E+00
+2.163086E+05,+9.957095E-05,-9.317604E-05,-7.730577E+01,-7.522326E-01
+2.165527E+05,+4.617812E-05,+6.446664E-05,-8.201463E+01,+9.492075E-01
+2.167969E+05,-2.528659E-05,+8.159000E-05,-8.136895E+01,+1.871331E+00
+2.170410E+05,-3.618537E-06,-7.953795E-05,-8.197953E+01,-1.616259E+00
+2.172852E+05,+4.679996E-05,+2.430347E-05,-8.555815E+01,+4.789723E-01
+2.175293E+05,-1.218164E-04,-1.644125E-04,-7.378090E+01,-2.208460E+00
+2.177734E+05,+1.484147E-04,+1.719186E-04,-7.287494E+01,+8.586403E-01
+2.180176E+05,-1.488487E-04,-5.515112E-05,-7.598641E+01,-2.786757E+00
+2.182617E+05,+1.532295E-04,-4.551377E-05,-7.592596E+01,-2.887298E-01
+2.185059E+05,-1.594192E-04,+1.301260E-04,-7.373175E+01,+2.457021E+00
+2.187500E+05,+9.089566E-05,-1.085002E-04,-7.698225E+01,-8.734592E-01
+2.189941E+05,-1.616706E-06,+9.767071E-05,-8.020352E+01,+1.587347E+00
+2.192383E+05,+1.913187E-05,-2.809888E-05,-8.937202E+01,-9.730206E-01
+2.194824E+05,-7.229342E-05,-1.719645E-04,-7.458444E+01,-1.968762E+00
+2.197266E+05,+1.593838E-04,+1.218812E-04,-7.395145E+01,+6.528445E-01
+2.199707E+05,-1.883576E-04,+1.155930E-04,-7.311221E+01,+2.591168E+00
+2.202148E+05,+1.091423E-04,-1.243645E-04,-7.562589E+01,-8.504957E-01
+2.204590E+05,-6.974529E-05,+8.397540E-06,-8.306719E+01,+3.021766E+00
+2.207031E+05,-1.975184E-05,+8.731447E-06,-9.331266E+01,+2.725363E+00
+2.209473E+05,+1.519094E-04,+3.532606E-06,-7.636596E+01,+2.325050E-02
+2.211914E+05,-1.817596E-04,-4.088719E-05,-7.459566E+01,-2.920324E+00
+2.214355E+05,+2.355398E-04,+3.925952E-05,-7.243970E+01,+1.651606E-01
+2.216797E+05,-2.294077E-04,+5.792234E-05,-7.251945E+01,+2.894275E+00
+2.219238E+05,+7.590310E-05,-1.798960E-04,-7.418803E+01,-1.171531E+00
+2.221680E+05,+2.331084E-05,+2.824688E-04,-7.095111E+01,+1.488458E+00
+2.224121E+05,-5.523900E-05,-3.010130E-04,-7.028445E+01,-1.752287E+00
+2.226562E+05,+1.205145E-04,+7.186161E-05,-7.705802E+01,+5.376871E-01
+2.229004E+05,-1.031288E-04,+2.342954E-04,-7.183561E+01,+1.985442E+00
+2.231445E+05,-2.610585E-05,-1.285357E-04,-7.764397E+01,-1.771173E+00
+2.233887E+05,+1.963277E-05,-1.468961E-04,-7.658290E+01,-1.437933E+00
+2.236328E+05,-4.093215E-05,+1.203975E-04,-7.791263E+01,+1.898512E+00
+2.238770E+05,+2.119832E-04,+1.039280E-04,-7.253849E+01,+4.558296E-01
+2.241211E+05,-1.477807E-04,-2.710305E-04,-7.020922E+01,-2.069989E+00
+2.243652E+05,-8.784396E-06,+3.033151E-04,-7.035847E+01,+1.599750E+00
+2.246094E+05,+5.541459E-07,-2.068622E-04,-7.368635E+01,-1.568117E+00
+2.248535E+05,-5.492520E-05,+9.555782E-05,-7.915492E+01,+2.092469E+00
+2.250977E+05,+4.587292E-07,-3.773093E-05,-8.846541E+01,-1.558639E+00
+2.253418E+05,+1.162484E-04,+1.125383E-05,-7.865175E+01,+9.650772E-02
+2.255859E+05,+3.573446E-05,-1.556090E-04,-7.593611E+01,-1.345067E+00
+2.258301E+05,-1.059215E-04,+2.409779E-04,-7.159332E+01,+1.984925E+00
+2.260742E+05,-6.006606E-05,-1.585857E-04,-7.541251E+01,-1.932860E+00
