Frequency,Real part,Imaginary part,Magnitude,Angle
+7.495117E+04,-1.544427E-06,-3.127991E-05,-9.008411E+01,-1.620131E+00
+7.519531E+04,-1.532097E-04,+4.800932E-06,-7.629001E+01,+3.110267E+00
+7.543945E+04,+3.248481E-04,+7.553165E-05,-6.953773E+01,+2.284545E-01
+7.568359E+04,-3.142251E-04,-2.199036E-04,-6.832402E+01,-2.530982E+00
+7.592773E+04,+7.912864E-05,+1.919976E-04,-7.365277E+01,+1.179874E+00
+7.617188E+04,+7.830669E-05,-1.578693E-06,-8.212226E+01,-2.015765E-02
+7.641602E+04,-1.131020E-04,-3.280615E-05,-7.857977E+01,-2.859282E+00
+7.666016E+04,+7.516562E-05,-3.207950E-05,-8.175291E+01,-4.033809E-01
+7.690430E+04,+1.918322E-05,+8.716645E-05,-8.098760E+01,+1.354174E+00
+7.714844E+04,-8.686526E-05,-1.383417E-04,-7.573749E+01,-2.131481E+00
+7.739258E+04,+2.327768E-04,+1.146488E-04,-7.171796E+01,+4.576513E-01
+7.763672E+04,-2.821361E-04,+3.587178E-05,-7.092118E+01,+3.015128E+00
+7.788086E+04,-1.638844E-05,-1.164687E-04,-7.859067E+01,-1.710590E+00
+7.812500E+04,+2.708770E-04,+7.989480E-05,-7.098228E+01,+2.868161E-01
+7.836914E+04,-1.016927E-04,-1.064181E-04,-7.664217E+01,-2.333492E+00
+7.861328E+04,-4.571417E-05,+1.846967E-04,-7.441260E+01,+1.813429E+00
+7.885742E+04,+9.478383E-05,-1.469066E-04,-7.514768E+01,-9.978045E-01
+7.910156E+04,-1.623500E-04,-6.936668E-05,-7.506274E+01,-2.737804E+00
+7.934570E+04,-1.048951E-04,+9.846089E-05,-7.684082E+01,+2.387824E+00
+7.958984E+04,+2.038711E-04,+1.919953E-04,-7.105542E+01,+7.554076E-01
+7.983398E+04,+4.579230E-05,-2.786219E-04,-7.098394E+01,-1.407900E+00
+8.007812E+04,-1.399094E-05,+9.323290E-05,-8.051190E+01,+1.719749E+00
+8.032227E+04,-1.223432E-04,-9.160651E-05,-7.631535E+01,-2.498882E+00
+8.056641E+04,+1.469496E-05,+1.445199E-04,-7.675677E+01,+1.469463E+00
+8.081055E+04,+1.424429E-04,+9.940669E-06,-7.690608E+01,+6.967408E-02
+8.105469E+04,-1.090782E-04,-7.623585E-05,-7.751782E+01,-2.531599E+00
+8.129883E+04,-2.872281E-05,+5.762023E-05,-8.382466E+01,+2.033231E+00
+8.154297E+04,-9.068411E-05,-3.371492E-04,-6.914021E+01,-1.833551E+00
+8.178711E+04,+2.221408E-04,+4.672308E-04,-6.572431E+01,+1.126988E+00
+8.203125E+04,-1.044086E-04,-2.118888E-04,-7.253381E+01,-2.028629E+00
+8.227539E+04,+4.757655E-05,+1.219031E-04,-7.766398E+01,+1.198696E+00
+8.251953E+04,-9.195223E-05,-9.357131E-05,-7.764199E+01,-2.347468E+00
+8.276367E+04,+1.895271E-05,+2.565260E-05,-8.992567E+01,+9.344876E-01
+8.300781E+04,+1.621513E-04,-1.442834E-05,-7.576734E+01,-8.874702E-02
+8.325195E+04,-9.941019E-05,-5.922743E-05,-7.873210E+01,-2.604276E+00
+8.349609E+04,-4.292138E-05,+1.071534E-04,-7.875362E+01,+1.951785E+00
+8.374023E+04,+2.090690E-05,-8.048040E-05,-8.160258E+01,-1.316638E+00
+8.398438E+04,-1.105699E-04,-9.923284E-06,-7.909242E+01,-3.052086E+00
+8.422852E+04,+1.909823E-04,+1.768446E-04,-7.169102E+01,+7.469812E-01
+8.447266E+04,+7.463941E-05,-2.099875E-04,-7.303943E+01,-1.229277E+00
+8.471680E+04,-3.316806E-04,+1.478983E-04,-6.879801E+01,+2.722149E+00
+8.496094E+04,+1.736440E-04,-1.933981E-04,-7.170342E+01,-8.391660E-01
+8.520508E+04,+9.210515E-05,+2.373999E-04,-7.188143E+01,+1.200699E+00
+8.544922E+04,-1.386497E-04,-1.161640E-04,-7.485216E+01,-2.444210E+00
+8.569336E+04,+5.670916E-05,-7.556075E-05,-8.049374E+01,-9.269684E-01
+8.593750E+04,+2.359033E-05,+2.303944E-05,-8.963643E+01,+7.735845E-01
+8.618164E+04,-6.439786E-05,+9.435292E-05,-7.884404E+01,+2.169695E+00
+8.642578E+04,+2.797014E-06,-4.314630E-05,-8.728291E+01,-1.506061E+00
+8.666992E+04,+8.793638E-05,+2.544062E-05,-8.076754E+01,+2.816181E-01
+8.691406E+04,-7.210352E-05,-6.860089E-05,-8.004146E+01,-2.381083E+00
+8.715820E+04,+5.439060E-05,+2.219017E-06,-8.528230E+01,+4.077518E-02
+8.740234E+04,-1.061408E-04,+9.418920E-05,-7.695995E+01,+2.415784E+00
+8.764648E+04,+1.327749E-04,+3.604987E-05,-7.722878E+01,+2.651198E-01
+8.789062E+04,-1.931067E-04,-2.048613E-04,-7.100955E+01,-2.326667E+00
+8.813477E+04,+2.102233E-04,+8.554164E-05,-7.288098E+01,+3.864477E-01
+8.837891E+04,-8.054696E-05,+1.494469E-04,-7.540273E+01,+2.065130E+00
+8.862305E+04,-1.397519E-04,-1.751517E-04,-7.299221E+01,-2.244250E+00
+8.886719E+04,+3.672450E-04,+6.217174E-05,-6.857816E+01,+1.677022E-01
+8.911133E+04,-3.365674E-04,-1.925211E-05,-6.944437E+01,-3.084454E+00
+8.935547E+04,+1.619580E-04,-5.237957E-05,-7.537991E+01,-3.127971E-01
+8.959961E+04,-1.692719E-04,+2.064040E-04,-7.147181E+01,+2.257674E+00
+8.984375E+04,+1.208995E-04,-2.479223E-04,-7.118717E+01,-1.117077E+00
+9.008789E+04,-2.691251E-05,-3.274100E-05,-8.745631E+01,-2.258798E+00
+9.033203E+04,+5.175983E-05,+3.467295E-04,-6.910447E+01,+1.422611E+00
+9.057617E+04,-2.572308E-05,-1.656504E-04,-7.551266E+01,-1.724851E+00
+9.082031E+04,+7.821249E-05,-4.959774E-05,-8.066658E+01,-5.651456E-01
+9.106445E+04,-1.596372E-04,-4.113859E-05,-7.565808E+01,-2.889380E+00
+9.130859E+04,+6.763104E-05,+7.339264E-05,-8.001722E+01,+8.262310E-01
+9.155273E+04,+3.539903E-05,-7.635059E-07,-8.901815E+01,-2.156521E-02
+9.179688E+04,-8.285423E-05,-6.720205E-05,-7.943822E+01,-2.460127E+00
+9.204102E+04,+9.756717E-05,+8.410720E-05,-7.780065E+01,+7.114449E-01
+9.228516E+04,-1.469496E-05,-1.219926E-04,-7.821077E+01,-1.690677E+00
+9.252930E+04,-1.345517E-04,+4.678788E-05,-7.692648E+01,+2.806940E+00
+9.277344E+04,+2.440296E-04,+8.237261E-05,-7.178253E+01,+3.255423E-01
+9.301758E+04,-2.386005E-04,-1.059771E-04,-7.166462E+01,-2.723605E+00
+9.326172E+04,+1.311125E-04,+1.249213E-04,-7.484181E+01,+7.612216E-01
+9.350586E+04,-4.868385E-05,-5.207326E-05,-8.293987E+01,-2.322568E+00
+9.375000E+04,+1.875082E-04,-1.671121E-04,-7.200069E+01,-7.279462E-01
+9.399414E+04,-3.062114E-04,+2.722300E-04,-6.775015E+01,+2.414874E+00
+9.423828E+04,+1.147159E-04,-3.891433E-05,-7.833450E+01,-3.270424E-01
+9.448242E+04,+6.638738E-05,-1.885510E-04,-7.398388E+01,-1.232259E+00
+9.472656E+04,-1.298751E-04,+1.147533E-04,-7.522360E+01,+2.417931E+00
+9.497070E+04,+1.182591E-04,+3.544503E-05,-7.816971E+01,+2.912031E-01
+9.521484E+04,-7.344163E-06,+7.878283E-05,-8.203379E+01,+1.663748E+00
+9.545898E+04,-4.258692E-05,-2.123088E-04,-7.328932E+01,-1.768759E+00
+9.570312E+04,+8.025876E-05,+1.703218E-04,-7.450372E+01,+1.130438E+00
+9.594727E+04,-1.759480E-05,-2.485092E-04,-7.207143E+01,-1.641480E+00
+9.619141E+04,-1.575814E-04,+2.349612E-04,-7.096700E+01,+2.161565E+00
+9.643555E+04,+1.811452E-04,-1.321779E-04,-7.298566E+01,-6.303685E-01
+9.667969E+04,-3.621691E-05,+1.902012E-04,-7.426106E+01,+1.758958E+00
+9.692383E+04,-1.008265E-04,-2.149025E-04,-7.249113E+01,-2.009480E+00
+9.716797E+04,+2.773874E-05,+1.157549E-04,-7.848672E+01,+1.335598E+00
+9.741211E+04,+1.296555E-04,-1.844344E-05,-7.765718E+01,-1.413016E-01
+9.765625E+04,-1.262849E-04,-2.577039E-05,-7.779578E+01,-2.940291E+00
+9.790039E+04,+8.489081E-05,-9.772989E-06,-8.136561E+01,-1.146196E-01
+9.814453E+04,-8.597445E-05,+1.153059E-04,-7.684301E+01,+2.211489E+00
+9.838867E+04,+3.410409E-05,-1.775840E-04,-7.485463E+01,-1.381062E+00
+9.863281E+04,-1.134305E-04,+4.810390E-05,-7.818715E+01,+2.740499E+00
+9.887695E+04,+1.709093E-04,+1.449699E-04,-7.299069E+01,+7.034638E-01
+9.912109E+04,+7.268904E-05,-1.525601E-04,-7.544268E+01,-1.126156E+00
+9.936523E+04,-2.343303E-04,+7.904816E-05,-7.213538E+01,+2.816244E+00
+9.960938E+04,+1.603274E-04,+6.143164E-07,-7.589978E+01,+3.831620E-03
+9.985352E+04,-1.471006E-04,+3.332763E-05,-7.643031E+01,+2.918791E+00
+1.000977E+05,+2.447273E-04,-1.263016E-04,-7.120081E+01,-4.764376E-01
+1.003418E+05,-1.022589E-04,+1.494057E-05,-7.971425E+01,+2.996514E+00
+1.005859E+05,-6.235373E-05,+1.103915E-04,-7.793869E+01,+2.084963E+00
+1.008301E+05,-8.898414E-05,-5.048207E-05,-7.980193E+01,-2.625553E+00
+1.010742E+05,+1.010411E-05,-3.600932E-05,-8.854256E+01,-1.297234E+00
+1.013184E+05,+1.961615E-04,+9.224270E-05,-7.328013E+01,+4.395563E-01
+1.015625E+05,-1.307785E-04,-5.441199E-05,-7.697590E+01,-2.747317E+00
+1.018066E+05,+3.958080E-05,-1.285671E-04,-7.742414E+01,-1.272143E+00
+1.020508E+05,-1.426420E-05,+2.492502E-04,-7.205309E+01,+1.627962E+00
+1.022949E+05,-3.185832E-05,-1.800000E-04,-7.476059E+01,-1.745973E+00
+1.025391E+05,+5.393384E-05,+6.399757E-05,-8.154620E+01,+8.705274E-01
+1.027832E+05,+1.722860E-04,-1.072214E-04,-7.385326E+01,-5.566882E-01
+1.030273E+05,-3.017340E-04,+7.443167E-05,-7.015097E+01,+2.899741E+00
+1.032715E+05,+1.421749E-04,+3.144979E-05,-7.673607E+01,+2.176993E-01
+1.035156E+05,-4.618168E-05,+6.378160E-06,-8.662855E+01,+3.004351E+00
+1.037598E+05,-4.128835E-05,-1.122279E-04,-7.844669E+01,-1.923326E+00
+1.040039E+05,+2.702956E-05,+9.503805E-05,-8.010424E+01,+1.293705E+00
+1.042480E+05,+7.011722E-05,+3.548508E-05,-8.209320E+01,+4.685015E-01
+1.044922E+05,-8.693611E-05,-6.929657E-05,-7.907985E+01,-2.468624E+00
+1.047363E+05,+2.526497E-04,+1.126822E-04,-7.116173E+01,+4.195242E-01
+1.049805E+05,-3.632965E-04,-4.529260E-05,-6.872779E+01,-3.017561E+00
+1.052246E+05,+5.154309E-05,-9.016223E-05,-7.967142E+01,-1.051468E+00
+1.054688E+05,+2.400305E-04,+1.511816E-05,-7.237748E+01,+6.290123E-02
+1.057129E+05,-3.216449E-04,+2.392310E-04,-6.794019E+01,+2.502088E+00
+1.059570E+05,+3.911946E-04,-4.870566E-04,-6.408649E+01,-8.941188E-01
+1.062012E+05,-2.757334E-04,+3.767962E-04,-6.661535E+01,+2.202537E+00
+1.064453E+05,+1.390923E-05,-7.009315E-06,-9.615114E+01,-4.667887E-01
+1.066895E+05,+9.428869E-05,-7.924421E-05,-7.819014E+01,-6.989191E-01
+1.069336E+05,-1.205344E-04,+8.086125E-06,-7.835828E+01,+3.074607E+00
+1.071777E+05,+1.133947E-04,-1.004558E-04,-7.639223E+01,-7.249674E-01
+1.074219E+05,+3.714300E-05,+1.932120E-05,-8.756240E+01,+4.796642E-01
+1.076660E+05,-1.552149E-04,+1.919951E-04,-7.214999E+01,+2.250657E+00
+1.079102E+05,+2.179932E-04,-1.911823E-04,-7.075350E+01,-7.199675E-01
+1.081543E+05,-1.211786E-04,+1.414395E-04,-7.459804E+01,+2.279197E+00
+1.083984E+05,-2.488730E-05,-1.476782E-04,-7.649205E+01,-1.737751E+00
+1.086426E+05,+1.131566E-04,+1.983397E-04,-7.282803E+01,+1.052336E+00
+1.088867E+05,-2.272098E-04,-3.678424E-04,-6.728316E+01,-2.124116E+00
+1.091309E+05,+1.890867E-04,+4.057094E-04,-6.698203E+01,+1.134664E+00
+1.093750E+05,-5.531431E-05,-2.557553E-04,-7.164497E+01,-1.783794E+00
+1.096191E+05,-7.697516E-05,+1.409865E-04,-7.588340E+01,+2.070544E+00
+1.098633E+05,+4.167388E-05,+1.735373E-05,-8.690825E+01,+3.945788E-01
+1.101074E+05,+1.738599E-05,+8.251346E-06,-9.431379E+01,+4.431199E-01
+1.103516E+05,+7.694800E-05,-2.782211E-04,-7.079209E+01,-1.300970E+00
+1.105957E+05,-4.477892E-05,+2.624161E-04,-7.149554E+01,+1.739809E+00
+1.108398E+05,+5.463092E-05,-2.284805E-04,-7.258157E+01,-1.336097E+00
+1.110840E+05,-1.500310E-04,+2.568257E-04,-7.053210E+01,+2.099498E+00
+1.113281E+05,-4.275563E-05,-7.489911E-05,-8.128548E+01,-2.089501E+00
+1.115723E+05,+3.154518E-04,+2.642236E-05,-6.999097E+01,+8.356531E-02
+1.118164E+05,-2.933179E-04,+1.713752E-05,-7.063843E+01,+3.083233E+00
+1.120605E+05,+1.303048E-04,-8.965715E-05,-7.601752E+01,-6.026657E-01
+1.123047E+05,-7.343424E-06,+1.626667E-05,-9.496849E+01,+1.994847E+00
+1.125488E+05,-1.311724E-04,+5.751177E-05,-7.687954E+01,+2.728390E+00
+1.127930E+05,+1.333776E-04,-4.945347E-05,-7.693892E+01,-3.550641E-01
+1.130371E+05,-1.536003E-05,+3.275289E-05,-8.883166E+01,+2.009311E+00
+1.132812E+05,+5.822711E-05,-1.870226E-04,-7.416032E+01,-1.268971E+00
+1.135254E+05,-1.539565E-04,+2.971601E-04,-6.950756E+01,+2.048813E+00
+1.137695E+05,+1.549209E-04,-2.153547E-04,-7.152562E+01,-9.471849E-01
+1.140137E+05,-1.223806E-04,+1.124763E-04,-7.558652E+01,+2.398341E+00
+1.142578E+05,+6.539655E-05,-6.114201E-06,-8.365111E+01,-9.322324E-02
+1.145020E+05,+1.982985E-05,-2.428852E-05,-9.007378E+01,-8.861178E-01
+1.147461E+05,-1.585563E-04,+4.076646E-05,-7.571832E+01,+2.889933E+00
+1.149902E+05,+1.517389E-04,-1.404873E-04,-7.368948E+01,-7.469142E-01
+1.152344E+05,+6.190478E-06,+3.081332E-04,-7.022348E+01,+1.550709E+00
+1.154785E+05,-3.556488E-06,-2.585234E-04,-7.174918E+01,-1.584552E+00
+1.157227E+05,-5.858132E-05,-3.612347E-05,-8.324526E+01,-2.589029E+00
+1.159668E+05,+1.002001E-04,+1.274075E-04,-7.580495E+01,+9.043702E-01
+1.162109E+05,-1.624519E-04,-7.752850E-05,-7.489438E+01,-2.696319E+00
+1.164551E+05,+9.984157E-05,+1.694108E-04,-7.412644E+01,+1.038248E+00
+1.166992E+05,-5.005828E-05,-2.701562E-04,-7.122109E+01,-1.754012E+00
+1.169434E+05,+1.429971E-04,+2.075989E-04,-7.196915E+01,+9.676169E-01
+1.171875E+05,-1.615309E-04,-1.545575E-04,-7.301202E+01,-2.378253E+00
+1.174316E+05,+7.141704E-05,+6.628819E-05,-8.022527E+01,+7.481703E-01
+1.176758E+05,-1.358466E-05,+1.191140E-04,-7.842462E+01,+1.684353E+00
+1.179199E+05,-1.140213E-04,-1.372677E-04,-7.496983E+01,-2.263948E+00
+1.181641E+05,+3.102340E-04,+3.480956E-05,-7.011188E+01,+1.117369E-01
+1.184082E+05,-2.198904E-04,-4.916030E-05,-7.294405E+01,-2.921642E+00
+1.186523E+05,-3.865093E-05,+4.927811E-05,-8.406467E+01,+2.235917E+00
+1.188965E+05,+2.241967E-04,+1.423996E-05,-7.296993E+01,+6.343026E-02
+1.191406E+05,-3.771927E-04,-2.474063E-05,-6.845009E+01,-3.076095E+00
+1.193848E+05,+2.492525E-04,+1.201257E-04,-7.116015E+01,+4.490988E-01
+1.196289E+05,+5.329731E-05,-2.761966E-04,-7.101685E+01,-1.380171E+00
+1.198730E+05,-8.655738E-05,+2.509082E-04,-7.152137E+01,+1.902989E+00
+1.201172E+05,-6.783473E-05,+1.342453E-04,-7.645443E+01,+2.038678E+00
+1.203613E+05,+6.237063E-05,-4.110318E-04,-6.762363E+01,-1.420204E+00
+1.206055E+05,+4.127320E-05,+1.437779E-04,-7.650226E+01,+1.291251E+00
+1.208496E+05,-4.380141E-05,+1.854227E-04,-7.440092E+01,+1.802769E+00
+1.210938E+05,+8.140592E-05,-3.073269E-04,-6.995349E+01,-1.311859E+00
+1.213379E+05,-1.177423E-04,+3.710348E-04,-6.819501E+01,+1.878080E+00
+1.215820E+05,+7.082357E-05,-2.698354E-04,-7.108869E+01,-1.314116E+00
+1.218262E+05,-7.842308E-05,+5.788085E-05,-8.022260E+01,+2.505778E+00
+1.220703E+05,+1.396114E-04,-2.971274E-05,-7.690919E+01,-2.096960E-01
+1.223145E+05,-1.291365E-04,+2.399980E-05,-7.763155E+01,+2.957841E+00
+1.225586E+05,+3.457684E-05,+1.268911E-04,-7.762032E+01,+1.304763E+00
+1.228027E+05,+1.174287E-05,-2.495093E-04,-7.204866E+01,-1.523767E+00
+1.230469E+05,-4.012963E-05,+2.431484E-04,-7.216586E+01,+1.734364E+00
+1.232910E+05,+1.853500E-06,-2.237215E-04,-7.300555E+01,-1.562512E+00
+1.235352E+05,+6.795298E-05,+2.435194E-04,-7.194368E+01,+1.298673E+00
+1.237793E+05,-7.969823E-05,-1.697467E-04,-7.453880E+01,-2.009758E+00
+1.240234E+05,+1.072798E-04,+1.586988E-05,-7.929562E+01,+1.468647E-01
+1.242676E+05,-8.673315E-05,+2.705869E-05,-8.083293E+01,+2.839185E+00
+1.245117E+05,+9.059077E-05,+7.724066E-05,-7.848544E+01,+7.060205E-01
+1.247559E+05,-1.762542E-04,-7.918739E-05,-7.427870E+01,-2.719338E+00
+1.250000E+05,+3.114329E-04,+8.248851E-05,-6.983824E+01,+2.589220E-01
+1.252441E+05,-4.436999E-04,-2.188474E-04,-6.611253E+01,-2.683373E+00
+1.254883E+05,+3.462246E-04,+1.756506E-04,-6.821815E+01,+4.694954E-01
+1.257324E+05,-5.800819E-05,-2.986512E-05,-8.370909E+01,-2.666141E+00
+1.259766E+05,-1.196357E-05,-7.529507E-05,-8.235639E+01,-1.728368E+00
+1.262207E+05,-7.723492E-05,+2.172483E-04,-7.274398E+01,+1.912375E+00
+1.264648E+05,+6.703867E-05,-1.231299E-04,-7.706524E+01,-1.072220E+00
+1.267090E+05,-7.647949E-05,-7.905140E-05,-7.917278E+01,-2.339660E+00
+1.269531E+05,+8.934240E-05,-8.896422E-05,-7.798693E+01,-7.832772E-01
+1.271973E+05,-6.653155E-05,+2.380977E-04,-7.213838E+01,+1.843276E+00
+1.274414E+05,+8.011828E-05,-1.121971E-04,-7.721084E+01,-9.506797E-01
+1.276855E+05,-2.000462E-04,+8.225034E-05,-7.329906E+01,+2.751506E+00
+1.279297E+05,+2.084491E-04,-1.513265E-04,-7.178154E+01,-6.279395E-01
+1.281738E+05,+9.737293E-05,+1.941801E-04,-7.326174E+01,+1.105984E+00
+1.284180E+05,-1.962019E-04,-1.437440E-04,-7.227990E+01,-2.509300E+00
+1.286621E+05,-6.496660E-05,+3.441439E-05,-8.267204E+01,+2.654449E+00
+1.289062E+05,+1.479801E-04,-6.730419E-05,-7.577937E+01,-4.268543E-01
+1.291504E+05,-3.106448E-05,+1.460526E-04,-7.651766E+01,+1.780367E+00
+1.293945E+05,-1.514163E-05,+1.585261E-05,-9.318240E+01,+2.333260E+00
+1.296387E+05,-4.212791E-05,-1.604399E-04,-7.560419E+01,-1.827577E+00
+1.298828E+05,+8.575634E-05,+1.395758E-06,-8.133353E+01,+1.627443E-02
+1.301270E+05,-7.528252E-06,+1.321787E-04,-7.756271E+01,+1.627690E+00
+1.303711E+05,+3.288120E-05,-1.482545E-04,-7.637130E+01,-1.352540E+00
+1.306152E+05,-6.080067E-05,+1.898571E-04,-7.400745E+01,+1.880721E+00
+1.308594E+05,-1.872377E-04,-2.589368E-04,-6.990948E+01,-2.196859E+00
+1.311035E+05,+3.162911E-04,+2.931542E-04,-6.730535E+01,+7.474525E-01
+1.313477E+05,-1.821000E-04,-1.316274E-04,-7.296828E+01,-2.515708E+00
+1.315918E+05,+8.081368E-05,+1.502734E-05,-8.170267E+01,+1.838506E-01
+1.318359E+05,-4.040589E-05,-5.789851E-05,-8.302346E+01,-2.180094E+00
+1.320801E+05,+3.255950E-05,-9.861964E-06,-8.936524E+01,-2.941066E-01
+1.323242E+05,+5.574475E-05,+1.379005E-04,-7.655135E+01,+1.186641E+00
+1.325684E+05,-1.152805E-04,-1.366382E-04,-7.495399E+01,-2.271617E+00
+1.328125E+05,-1.134556E-04,-2.752622E-05,-7.865508E+01,-2.903575E+00
+1.330566E+05,+1.876933E-04,+1.299751E-04,-7.282977E+01,+6.056657E-01
+1.333008E+05,+3.403737E-05,+5.198949E-06,-8.926072E+01,+1.515709E-01
+1.335449E+05,-1.725905E-04,-1.424868E-04,-7.300249E+01,-2.451449E+00
+1.337891E+05,+9.473041E-05,+1.630844E-04,-7.448912E+01,+1.044564E+00
+1.340332E+05,+1.345636E-05,-2.074712E-04,-7.364262E+01,-1.506028E+00
+1.342773E+05,+1.104571E-05,+1.454466E-04,-7.672095E+01,+1.494998E+00
+1.345215E+05,+5.989176E-05,-8.688727E-05,-7.953255E+01,-9.672849E-01
+1.347656E+05,-2.577205E-05,+2.850638E-04,-7.086581E+01,+1.660959E+00
+1.350098E+05,-7.463132E-05,-3.238867E-04,-6.956746E+01,-1.797268E+00
+1.352539E+05,+4.271252E-05,+1.444779E-04,-7.644008E+01,+1.283350E+00
+1.354980E+05,-1.239701E-04,-1.538369E-04,-7.408553E+01,-2.249097E+00
+1.357422E+05,+1.029340E-04,+1.816249E-04,-7.360683E+01,+1.055192E+00
+1.359863E+05,+1.484661E-05,+6.887271E-06,-9.572098E+01,+4.343488E-01
+1.362305E+05,+6.107813E-05,-1.685528E-04,-7.492946E+01,-1.223146E+00
+1.364746E+05,-1.797152E-04,+1.398712E-04,-7.285155E+01,+2.480228E+00
+1.367188E+05,+6.646079E-05,+1.534018E-06,-8.354638E+01,+2.307745E-02
+1.369629E+05,+2.018713E-04,-1.826353E-04,-7.130137E+01,-7.354120E-01
+1.372070E+05,-2.586246E-04,+1.402884E-04,-7.062645E+01,+2.644572E+00
+1.374512E+05,+2.369457E-04,+2.089524E-05,-7.247338E+01,+8.795825E-02
+1.376953E+05,-2.493373E-04,+8.157482E-05,-7.162263E+01,+2.825402E+00
+1.379395E+05,+1.156133E-04,-1.483814E-04,-7.451199E+01,-9.088908E-01
+1.381836E+05,+3.651950E-05,+7.339367E-05,-8.172611E+01,+1.109084E+00
+1.384277E+05,-1.525475E-04,-4.969377E-05,-7.589388E+01,-2.826674E+00
+1.386719E+05,+3.190625E-06,-4.809732E-05,-8.633851E+01,-1.504557E+00
+1.389160E+05,+2.506658E-04,+8.258566E-05,-7.157056E+01,+3.182653E-01
+1.391602E+05,-2.306174E-04,-8.464802E-05,-7.219325E+01,-2.789810E+00
+1.394043E+05,+1.557648E-04,+1.241684E-04,-7.401423E+01,+6.730028E-01
+1.396484E+05,-1.872757E-04,-1.364924E-04,-7.270007E+01,-2.511778E+00
+1.398926E+05,+1.375646E-04,+1.065778E-04,-7.518803E+01,+6.591519E-01
+1.401367E+05,+9.944576E-05,+6.470118E-05,-7.851530E+01,+5.768094E-01
+1.403809E+05,-2.309600E-04,-1.570963E-04,-7.107784E+01,-2.544287E+00
+1.406250E+05,+1.496910E-04,+5.240166E-05,-7.599405E+01,+3.367333E-01
+1.408691E+05,-7.399709E-05,+4.652264E-05,-8.116911E+01,+2.580331E+00
+1.411133E+05,+1.588098E-04,-3.149366E-05,-7.581493E+01,-1.957705E-01
+1.413574E+05,-1.935860E-04,-7.115280E-05,-7.371220E+01,-2.789368E+00
+1.416016E+05,+1.676244E-04,+1.545252E-04,-7.284197E+01,+7.447589E-01
+1.418457E+05,-1.439975E-04,-8.023943E-05,-7.565852E+01,-2.633217E+00
+1.420898E+05,-2.664198E-05,-7.533308E-05,-8.194848E+01,-1.910724E+00
+1.423340E+05,+6.700787E-05,+1.595312E-04,-7.523744E+01,+1.173143E+00
+1.425781E+05,-6.141045E-05,-1.927868E-04,-7.387874E+01,-1.879175E+00
+1.428223E+05,+2.684002E-04,+1.824348E-04,-6.977485E+01,+5.969797E-01
+1.430664E+05,-2.692649E-04,-1.441279E-04,-7.030228E+01,-2.650133E+00
+1.433105E+05,+5.379165E-05,+1.445355E-04,-7.623714E+01,+1.214510E+00
+1.435547E+05,+3.973399E-05,-1.505876E-04,-7.615192E+01,-1.312816E+00
+1.437988E+05,-5.824483E-05,+1.681214E-04,-7.499526E+01,+1.904301E+00
+1.440430E+05,+3.052189E-05,-1.909954E-04,-7.427003E+01,-1.412332E+00
+1.442871E+05,+3.719322E-05,+1.598742E-04,-7.569553E+01,+1.342221E+00
+1.445312E+05,-5.486922E-05,-9.428758E-05,-7.924425E+01,-2.097827E+00
+1.447754E+05,+9.341139E-05,+3.786175E-05,-7.993140E+01,+3.850864E-01
+1.450195E+05,-2.170346E-04,+1.286133E-05,-7.325420E+01,+3.082402E+00
+1.452637E+05,+1.958307E-04,-1.004457E-04,-7.314805E+01,-4.739308E-01
+1.455078E+05,-1.132582E-04,+7.104259E-05,-7.747767E+01,+2.581368E+00
+1.457520E+05,-9.006026E-07,+9.489562E-05,-8.045469E+01,+1.580287E+00
+1.459961E+05,+2.043030E-04,-3.011165E-05,-7.370117E+01,-1.463337E-01
+1.462402E+05,-1.503356E-04,-2.384916E-04,-7.099747E+01,-2.133241E+00
+1.464844E+05,-5.928695E-06,+3.073849E-04,-7.024474E+01,+1.590081E+00
+1.467285E+05,-9.493660E-05,-2.578344E-04,-7.122102E+01,-1.923599E+00
+1.469727E+05,+2.737482E-04,+1.425110E-04,-7.021146E+01,+4.799849E-01
+1.472168E+05,-1.924946E-04,+1.278161E-04,-7.272531E+01,+2.555439E+00
+1.474609E+05,+4.225751E-05,-1.741695E-04,-7.493215E+01,-1.332773E+00
+1.477051E+05,-6.823199E-05,+2.460112E-05,-8.278947E+01,+2.795549E+00
+1.479492E+05,+4.814444E-05,-5.874332E-05,-8.238924E+01,-8.842341E-01
+1.481934E+05,-6.257188E-05,+2.998907E-05,-8.317442E+01,+2.694663E+00
+1.484375E+05,+4.951296E-05,-2.277759E-05,-8.527192E+01,-4.311660E-01
+1.486816E+05,+1.473694E-04,+6.879030E-05,-7.577576E+01,+4.367269E-01
+1.489258E+05,-2.320629E-04,+1.237366E-04,-7.160120E+01,+2.651737E+00
+1.491699E+05,+9.146637E-05,-6.359415E-05,-7.906217E+01,-6.075469E-01
+1.494141E+05,-3.508477E-06,-3.170258E-04,-6.997758E+01,-1.581863E+00
+1.496582E+05,+9.500790E-05,+3.338806E-04,-6.919003E+01,+1.293567E+00
+1.499023E+05,-1.257769E-05,-4.411561E-05,-8.676875E+01,-1.848535E+00
+1.501465E+05,-1.781764E-04,+3.015428E-05,-7.486035E+01,+2.973943E+00
+1.503906E+05,+2.227157E-04,-8.451632E-05,-7.246070E+01,-3.626932E-01
